String ID,Dev Notes / Context,Character Limit,Text
What happened to those people in the beds?,"User Interface, interaction with NPC",1400,Qu'est-il arrivé à ces gens dans les lits?
What happened?,"User Interface, interaction with NPC",1400,Qu'est-ce qui s'est passé?
What is that thing that looks like a person?,"User Interface, interaction with NPC",1400,Quelle est cette chose qui ressemble à une personne?
What is the Crimson Corporation?,"User Interface, interaction with NPC",1400,Qu'est-ce que la Crimson Corporation?
What is the plan?,"User Interface, interaction with NPC",1400,Quel est le plan?
What is this place,"User Interface, interaction with NPC",1400,Quel est cet endroit?
What is your relationship with the Green Army?,"User Interface, interaction with NPC",1400,Quelle est votre relation avec l'Armée verte?
What kind of tasks can you give me?,"User Interface, interaction with NPC",1400,Quel genre de tâches pouvez-vous me donner?
What the hell is that big crystal?,"User Interface, interaction with NPC",1400,Qu'est-ce que c'est que ce gros cristal?
What the hell is that purple crystal?,"User Interface, interaction with NPC",1400,Qu'est-ce que c'est que ce cristal violet?
What was this place like before the disaster?,"User Interface, interaction with NPC",1400,à quoi ressemblait cet endroit avant la catastrophe?
What's behind that door?,"User Interface, interaction with NPC",1400,Qu'est-ce qu'il y a derriére cette porte?
What's the point of talking to npc?,"User Interface, interaction with NPC",1400,A quoi bon parler à un PNJ?
When do we start?,"User Interface, interaction with NPC",1400,Quand commenéons-nous?
Where are you from?,"User Interface, interaction with NPC",1400,D'oû venez-vous?
Where can I find some jobs?,"User Interface, interaction with NPC",1400,Oû puis-je trouver du travail?
Where can I find some tasks?,"User Interface, interaction with NPC",1400,Oû puis-je trouver des tâche?
Where can I store my items?,"User Interface, interaction with NPC",1400,Oû puis-je stocker mes objets?
Where do you come from?,"User Interface, interaction with NPC",1400,D'oû venez-vous?
Who am I? Who are you - NPC Dialogue,"User Interface, interaction with NPC",1400,"Qui suis-je? Qui es-tu, pour venir chez moi comme ça!\nMeh... Désolé, je ne suis pas habitué aux visiteurs.\nJe m'appelle Igor et je suis un chasseur, du moins je l'étais. Oh, je ne suis pas l'un de ceux qu'on appelle maintenant chasseurs, je chassais les animaux avant la catastrophe.\nJ'ai mon fidéle Mosin silencieux et un Toz 34 avec moi.\nOh, n'y pense même pas. Si tu les veux, tu dois me tuer."
Who are you and why are you here?,"User Interface, interaction with NPC",1400,Qui es-tu et pourquoi es-tu ici ?
Who are you?,"User Interface, interaction with NPC",1400,Qui es-tu ?
Who told you about this - NPC Dialogue,"User Interface, interaction with NPC",1400,"Qui t'a parlé de ça ? Bon, peu importe.\nJe n'ai pas le droit d'en parler mais je peux faire une exception pour toi puisque tu nous apportes beaucoup d'aide.\nLa vérité c'est que je n'en sais pas beaucoup non plus, comme je te l'ai dit, je n'étais que médecin et chercheur.\nQuand ils sont venus nous évacuer, sur le chemin jusqu'ici, j'ai entendu des gros bonnets de l'Armée verte parler d'un incident similaire survenu en Ukraine il y a quelques années : des anomalies similaires, des changements radicaux dans l'environnement.\nIls ont parlé d'une machine qui pouvait foutre en l'air le cerveau et d'un grand groupe de personnes qui ressemblaient à une secte.\nC'est incroyable, et je n'y croyais pas, mais j'ai dé changer d'avis quand les données de l'analyse des anomalies sont arrivées.\nEn tout cas, quand ils ont réalisé que j'écoutais, ils m'ont regardé, mais n'ont rien fait, comme s'ils savaient que je n'allais jamais sortir d'ici de toute façon..."
Why all these soldiers? What are you still doing here?,"User Interface, interaction with NPC",1400,Pourquoi tous ces soldats ? Que fais-tu encore ici ?
Why am I always the only one doing these missions?,"User Interface, interaction with NPC",1400,Pourquoi suis-je toujours le seul à faire ces missions ?
Why are you so rude?,"User Interface, interaction with NPC",1400,Pourquoi es-tu si impoli ?
Why can't I go through?,"User Interface, interaction with NPC",1400,Pourquoi je ne peux pas passer ?
"Yeah, he used to be nicer before he became an Army Special Agent - NPC Dialogue","User Interface, interaction with NPC",1400,"Ouais, il était plus gentil avant de devenir agent spécial de l'armée. Il a traversé beaucoup de choses.\nIl a été personnellement choisi par le général pour venir ici. Il m'a demandé si je voulais venir avec lui et j'ai immédiatement dit oui.\nJe pensais que travailler dans cette situation particulière pourrait m'ouvrir des opportunités pour poursuivre une carriére dans l'armée...\nAu lieu de cela, nous nous sommes retrouvés aux portes de l'enfer."
"Yes, no mutant or bandit has ever made it through that door","User Interface, interaction with NPC",1400,"Oui, aucun mutant ou bandit n'a jamais franchi cette porte."
"You're not a man of many words, I see.","User Interface, interaction with NPC",1400,"Vous n'êtes pas un homme de beaucoup de mots, je vois."
"You're not the only one, you're just the one coming back alive right now - NPC Dialogue","User Interface, interaction with NPC",1400,"Tu n'es pas le seul, tu es juste celui qui revient vivant en ce moment...\nRegarde autour de toi, cet endroit est plein de gens égarés qui pensent qu'un jour ils seront emmenés, qu'ils rentreront chez eux.\nLa maison n'existe plus...\nLa plupart des autres chasseurs se proménent à la recherche de provisions mais seuls les plus courageux ou les plus téméraires essaient de faire ce que tu fais.\nPourquoi l'Armée Verte ne s'occupe-t-elle pas de ses propres affaires ? Bonne question.\nD'après ce que j'ai compris, ils interviennent le moins possible, leurs ordres sont de contrôler cet endroit et surtout d'empêcher quiconque d'accéder au monde extérieur."
Any interesting news?,"User Interface, interaction with NPC",1400,Des nouvelles intéressantes ?
"This is none of your business, Hunter?","User Interface, interaction with NPC",1400,"Ce ne sont pas tes affaires, Chasseur ?"
"Well, obviously a little bit - NPC Dialogue","User Interface, interaction with NPC",1400,"Eh bien, un peu évidemment.\nUne goule pourrait surgir à tout moment mais que peux-tu y faire, telle est la vie dans la Zone."
Nah! I am prepared!\nThe only thing that can scare me is running out of vodka! Haha,"User Interface, interaction with NPC",1400,"Non ! Je suis préparé !\nLa seule chose qui puisse me faire peur, c'est de manquer de vodka ! Haha"
Well I'm sorry but I can't help you.\nI generally prefer to mind my own business.,"User Interface, interaction with NPC",1400,"Eh bien, je suis désolé, mais je ne peux pas vous aider.\nEn général, je préfére m'occuper de mes affaires."
I heard that an old man lives in the Forest - NPC Dialogue,"User Interface, interaction with NPC",1400,J'ai entendu dire qu'un vieil homme vit dans la forêt.\nIls disent qu'il a réussi à chasser une escouade de l'Armée verte lorsqu'ils ont essayé de l'emmener loin de chez lui.\nL'homme a beaucoup de courage!
Try to be careful if you go to the village - NPC Dialogue,"User Interface, interaction with NPC",1400,"Essayez d'être prudent si vous allez au village au centre de la forêt.\nJ'ai entendu dire que récemment, un groupe de bandits plus organisé s'y est installé."
"Sorry, I don't have any...","User Interface, interaction with NPC",1400,"Désolé, je n'en ai pas..."
I heard that a strange guy lives in Makeshift Camp. I can't remember the name but they said he's kind of crazy.,"User Interface, interaction with NPC",1400,"J'ai entendu dire qu'un type étrange vit dans le camp de fortune. Je ne me souviens pas du nom, mais ils disent qu'il est un peu fou."
Yulian Borisov,NPC name,48,Yulian Borisov
Zhukov,NPC name,48,Joukov 
Tikhon,NPC name,48,Tikhon 
Toma,NPC name,48,Toma 
Trade,Trade with an NPC,48,Commerce 
Vadim,NPC name,48,Vadim 
Vinogradov,NPC name,48,Vinogradov 
Vladimir,NPC name,48,Vladimir 
The guide,NPC name,48,Le guide
Osipov,NPC name,48,Osipov 
Rostya,NPC name,48,Rostya 
Sergeev,NPC name,48,Sergeev 
Smirnov,NPC name,48,Smirnov 
Spiridon,NPC name,48,Spiridon 
Stepan,NPC name,48,Stepan 
Task,"Synonym for quest, used in dialogue",48,Tâche 
Solovev,NPC name,48,Solovev 
Pushkin,NPC name,48,Pouchkine 
Popo,NPC name,48,Popo 
Nikitin,NPC name,48,Nikitin 
Nikolaev,NPC name,48,Nikolaev 
Mr. Gears,NPC name,48,M. Gears 
Koloda,NPC name,48,Koloda 
Kuzmin,NPC name,48,Kuzmin 
Lebedev,NPC name,48,Lebedev 
Ludmil,NPC name,48,Ludmil 
Lyosha,NPC name,48,Lyosha 
Makarov,NPC name,48,Makarov 
Markus,NPC name,48,Markus 
Isidor,NPC name,48,Isidor 
Inna,NPC name,48,Inna 
Iov,NPC name,48,Iov 
Ipatiy,NPC name,48,Ipatiy 
Frolov,NPC name,48,Frolov 
Gedeon,NPC name,48,Gedeon 
Ermolai,NPC name,48,Ermolai 
Alexeev,NPC name,48,Alexeev 
Alyosha Egorov,NPC name,48,Aliosha Egorov 
Anatolii,NPC name,48,Anatolii 
Quest,"User Interface, quests",16,Quête 
completed,"User Interface, quests",16,terminée 
completed!,"User Interface, quests",16,terminée !
Lights mode,"User Interface, lights mode",32,Mode lumières
Lights timer,"User Interface, lights timer",32,Minuteur lumières
Lights 1 - color,"User Interface, lights color",32,lumières 1 - couleur
Lights 2 - color,"User Interface, lights color",32,lumières 2 - couleur
survived,"User Interface, exit screen",40,survécu
killed in action,"User Interface, exit screen",40,tué au combat
experience,"User Interface, exit screen",40,expérience
Current,"User Interface, exit screen",40,Actuel
current,"User Interface, exit screen",40,actuel
Next Level,"User Interface, exit screen",40,Niveau suivant
next level,"User Interface, exit screen",40,niveau suivant
skip,"User Interface, exit screen",40,passer
Approx roubles made,"User Interface, exit screen",64,Roubles gagnés approximativement
Killed by,"User Interface, exit screen",40,Tué par
Show difficulty settings,"User Interface, exit screen",64,Afficher les paramètres de difficulté
Stash,Interfactions,48,Cache
Talk,Interfactions,48,Parler
Sleep,Interfactions,48,Dormir
Enter,Interfactions,48,Entrer
Interact,Interfactions,48,Interagir
Investigate,Interfactions,48,Enquêter
Open,Interfactions,48,Ouvrir
Jam,Interfactions,48,Enrayement
Fix,Interfactions,48,Réparer
Mark,Interfactions,48,Marquer
place analyzer,Interfactions,48,placer l'analyseur
Activate GPS,Interfactions,48,Activer le GPS
Open the valve,Interfactions,48,Ouvrir la valve
Place dynamite,Interfactions,48,Placer la dynamite
Turn on lights,Interfactions,48,Allumer les lumières
Turn on lights,Interfactions,48,Ouvrir la valve
Read,Interfactions,48,Lire
Open the valve,Interfactions,48,Ouvrir la valve
Rip out the tongue and eyes,Interfactions,48,Arracher la langue et les yeux
Switch ON/OFF,Interfactions,48,Allumer/éteindre
Change color 1,Interfactions,48,Changer de couleur 1
Change color 2,Interfactions,48,Changer de couleur 2
Change mode,Interfactions,48,Changer de mode
Change timer,Interfactions,48,Changer de minuterie
Give Milk,Interfactions,48,Donner du lait
Fatigue,Player Status,48,Fatigue
Well rested,Player Status,48,Bien reposé
